title,time,M,SD
andersen06val_workid54457_0,1829.0,7.63170436584,0.0981307397899
andersen06val_workid54457_1,1829.25,7.63595454029,0.0948567520521
andersen06val_workid54457_2,1829.5,7.60734668183,0.141275744565
hcaeventyr01val_workid81537_0,1830.0,7.64703265754,0.212835549767
hcaeventyr01val_workid81537_1,1830.25,7.51268514821,0.0324304685543
hcaeventyr01val_workid81537_2,1830.5,7.60064741256,0.0641665869599
hcaeventyr01val_workid81537_3,1830.75,7.59114155626,0.0699814558076
hcaeventyr05val_workid92026_0,1831.0,6.73660946875,0.0
hcaeventyr05val_workid92026_1,1831.25,6.93791956894,0.0
hcaeventyr05val_workid92026_2,1831.5,6.68451100396,0.0
andersen01val_workid54103_0,1831.0,7.60904028943,0.135451469177
andersen01val_workid54103_1,1831.25,7.628012192,0.108027744674
andersen01val_workid54103_2,1831.5,7.67268091459,0.0960797693373
andersen05val_workid54101_0,1835.0,7.6236907776,0.146399924181
andersen05val_workid54101_1,1835.25,7.58669885727,0.123517696364
andersen05val_workid54101_2,1835.5,7.68219589736,0.12056546652
andersen05val_workid54101_3,1835.75,7.83652817311,0.216272928625
hcaeventyr01val_workid61317_0,1835.0,7.4350627569,0.0
hcaeventyr01val_workid61317_1,1835.25,7.21147747246,0.0
hcaeventyr01val_workid61317_2,1835.5,7.29812332432,0.0
hcaeventyr01val_workid61317_3,1835.75,7.06198681851,0.0
andersen03val_workid54101_0,1835.0,7.57629543223,0.115996148971
andersen03val_workid54101_1,1835.25,7.58703768109,0.119269700766
andersen03val_workid54101_2,1835.5,7.52037932201,0.148870998298
andersen03val_workid54101_3,1835.75,7.65984058225,0.247750167286
andersenhc08val_workid54101_0,1835.0,7.33281466823,0.176850628351
andersenhc08val_workid54101_1,1835.25,7.48986487415,0.106430808784
andersenhc08val_workid54101_2,1835.5,7.56385498328,0.103044318673
andersenhc08val_workid54101_3,1835.75,7.89002387154,0.209601153074
hcaeventyr01val_workid61051_0,1835.0,5.72760150445,0.0
hcaeventyr01val_workid61051_1,1835.25,5.88103641862,0.0
hcaeventyr01val_workid61051_2,1835.5,6.17563980004,0.0
hcaeventyr01val_workid61051_3,1835.75,5.97859823604,0.0
andersenhc_09_workid54101_0,1835.0,7.66096730535,0.106915577856
andersenhc_09_workid54101_1,1835.25,7.70239042211,0.103811275507
andersenhc_09_workid54101_2,1835.5,7.69753163594,0.0991071815146
andersenhc_09_workid54101_3,1835.75,7.85444804461,0.272120198143
hcaeventyr01val_workid62461_0,1835.0,7.33686020018,0.196763490759
hcaeventyr01val_workid62461_1,1835.25,7.39123763321,0.135182924738
hcaeventyr01val_workid62461_2,1835.5,7.35936461351,0.131997181914
hcaeventyr01val_workid62461_3,1835.75,7.42999996493,0.0960929126268
hcaeventyr01val_workid62544_0,1835.0,7.33297666039,0.162806358341
hcaeventyr01val_workid62544_1,1835.25,7.27384658541,0.158216448759
hcaeventyr01val_workid62544_2,1835.5,7.3260931922,0.0208963212145
hcaeventyr01val_workid62544_3,1835.75,7.36849743859,0.0287465080255
hcaeventyr01val_workid59091_0,1835.0,7.24945472619,0.0606841208742
hcaeventyr01val_workid59091_1,1835.25,7.1364205859,0.0099462927245
hcaeventyr01val_workid59091_2,1835.5,7.20053367043,0.041058558591
hcaeventyr01val_workid59091_3,1835.75,7.02124156214,0.0504845434595
andersen04val_workid54102_0,1836.0,7.64270156948,0.122059502747
andersen04val_workid54102_1,1836.25,7.60724398161,0.137536209585
andersen04val_workid54102_2,1836.5,7.60581482189,0.145867720166
hcaeventyr05val_workid92332_0,1836.0,7.47117364342,0.0
hcaeventyr05val_workid92332_1,1836.25,7.22749348476,0.0
hcaeventyr05val_workid92332_2,1836.5,7.43735144336,0.0
hcaeventyr05val_workid92332_3,1836.75,7.39951928135,0.0
hcaeventyr01val_workid70012_0,1837.0,7.53796846444,0.0
hcaeventyr01val_workid70012_1,1837.25,7.1288196207,0.0
