title,time,M,SD
DJ_1,1845.25,7.2067678194,0.150343296659
DJ_2,1845.5,7.28207679164,0.124969969348
DJ_3,1845.75,7.27832471119,0.114093865841
AeV_0,1845.0,7.37328632603,0.117872241961
AeV_1,1845.25,7.32602986055,0.154820945657
AeV_2,1845.5,7.35037344471,0.158682348539
AeV_3,1845.75,7.38418570068,0.123037791222
p315_0,1845.0,7.33428729297,0.192701211568
p315_1,1845.25,7.34821912872,0.0540399307397
p315_2,1845.5,7.21046806161,0.0618713761761
p318_0,1845.0,7.26019338663,0.0
p318_1,1845.25,6.91851097247,0.0
p318_2,1845.5,6.90425142934,0.0
p318_3,1845.75,6.96737280453,0.0
p319_0,1845.0,7.53544006148,0.0
p319_1,1845.25,7.38435919104,0.0
p319_2,1845.5,7.20480263018,0.0
p319_3,1845.75,7.50040465311,0.0
AE_0,1846.0,6.26702559162,0.0
AE_1,1846.25,5.79688753761,0.0
AE_2,1846.5,6.10598932918,0.0
AE_3,1846.75,5.84454010189,0.0
LA_0,1846.0,7.04641057563,0.178692724531
LA_1,1846.25,7.10372391605,0.141810296548
LA_2,1846.5,7.08272819062,0.162940368067
LA_3,1846.75,7.03786099983,0.195580129077
PF_0,1846.0,7.05901031911,0.180392696382
PF_1,1846.25,7.08102038718,0.150090712408
PF_2,1846.5,6.98059293154,0.206757338662
PF_3,1846.75,7.03527129642,0.15904299446
BOA_0,1846.0,7.37061712055,0.14692079953
BOA_1,1846.25,7.41678970096,0.155252105416
BOA_2,1846.5,7.31463924429,0.152712158041
NB_0,1846.0,7.43279197588,0.126434607172
NB_1,1846.25,7.35757117591,0.121838660667
NB_2,1846.5,7.41398626169,0.127178858136
NB_3,1846.75,7.36177123986,0.0993092720544
p339_0,1846.0,7.33005162949,0.156801018647
p339_1,1846.25,7.27914139656,0.128846158448
p339_2,1846.5,7.29615709317,0.133086159998
p339_3,1846.75,7.35453870918,0.106444006934
p341_0,1846.0,7.22158411652,0.182486950222
p341_1,1846.25,7.11420239322,0.219546566411
p341_2,1846.5,7.32820672246,0.209065485727
p341_3,1846.75,7.19907171893,0.0928555540273
p345_0,1846.0,7.65230910598,0.0
p345_1,1846.25,7.13257793417,0.0
p345_2,1846.5,7.32724767274,0.0
p345_3,1846.75,7.31601899047,0.0
p350_0,1846.0,6.85273294863,0.236891919934
p350_1,1846.25,6.92761094723,0.210838207014
p350_2,1846.5,7.02908232388,0.195852281654
p350_3,1846.75,7.0702111605,0.19686210542
OTA_0,1847.0,7.37179667593,0.168821285671
OTA_1,1847.25,7.15447074408,0.0523350368171
OTA_2,1847.5,7.44972501089,0.0529409158717
KG_0,1847.0,7.13144558172,0.189360329936
KG_1,1847.25,7.25009081055,0.135420818847
KG_2,1847.5,7.24440052938,0.154599164679
NB2_0,1847.0,7.09516393761,0.0937527484953
NB2_1,1847.25,7.20801841708,0.00712989945494
NB2_2,1847.5,6.83980823821,0.115722401648
NB2_3,1847.75,6.97385528767,0.138296261556
NB3_0,1847.0,7.24536024327,0.0376162114039
NB3_1,1847.25,7.2712201295,0.064836317343
NB3_2,1847.5,7.46466031248,0.0407637014021
NB3_3,1847.75,7.1185064979,0.0404009623021
NB4_0,1847.0,7.36192915137,0.107262111291
NB4_1,1847.25,7.30276004775,0.130741921047
NB4_2,1847.5,7.3206151903,0.15097100099
p364_0,1847.0,7.35317051329,0.119064641235
p364_1,1847.25,7.23609343547,0.139122954004
p364_2,1847.5,7.17577063082,0.134005266375
p364_3,1847.75,7.31085716482,0.153821910454
p372_0,1847.0,7.30434891625,0.169600545181
p372_1,1847.25,7.19312277215,0.135915950072
p372_2,1847.5,7.25023057231,0.15353249832
p372_3,1847.75,7.19550609704,0.156587704419
CT_0,1848.0,7.36476364427,0.106421904812
CT_1,1848.25,7.35580973156,0.154490288134
CT_2,1848.5,7.29604585123,0.122070412389
CT_3,1848.75,7.32256734163,0.0908428398143
KKS_0,1848.0,6.73004626055,0.0
KKS_1,1848.25,6.70963674798,0.0
KKS_2,1848.5,6.18626230153,0.0
KKS_3,1848.75,6.36836682003,0.0
SFV_0,1848.0,6.96282738608,0.0
SFV_1,1848.25,6.9611011515,0.0
SFV_2,1848.5,6.96078364436,0.0
SFV_3,1848.75,6.75645754139,0.0
BN_0,1848.0,7.20299656151,0.0
BN_1,1848.25,7.18465130593,0.0
BN_2,1848.5,6.78344775139,0.0
PCS_0,1848.0,7.4382215221,0.00844120056217
PCS_1,1848.25,7.30676379441,0.153718950747
PCS_2,1848.5,7.2905403178,0.143735985374
PCS_3,1848.75,7.31226738179,0.00593314983309
NB5_0,1848.0,6.59523071679,0.0
NB5_1,1848.25,6.45313232822,0.0
NB5_2,1848.5,6.42554657754,0.0
NB5_3,1848.75,5.4804322442,0.0
NB6_0,1848.0,6.9777614664,0.28449650717
NB6_1,1848.25,6.8268434743,0.195148286195
NB6_2,1848.5,6.869878779,0.0440490771943
NB6_3,1848.75,6.76644490447,0.204700053956
NB7_0,1848.0,7.22372808455,0.130692262003
NB7_1,1848.25,6.93572539162,0.151757884655
NB7_2,1848.5,7.09063890078,0.172983142219
NB7_3,1848.75,7.2466555183,0.0845272239068
NB8_0,1848.0,6.81565313405,0.245061001561
NB8_1,1848.25,7.02873417112,0.181324556419
NB8_2,1848.5,7.04951202265,0.136701132402
p327_0,1848.0,7.08121146597,0.253241031128
p327_1,1848.25,6.9371058323,0.221768208821
p327_2,1848.5,7.00273277125,0.0840040142988
p327_3,1848.75,6.959738885,0.157918638284
p378_0,1848.0,7.36348205334,0.191391745585
p378_1,1848.25,7.29880417447,0.0612290873497
p378_2,1848.5,7.21399753265,0.0648272546478
p378_3,1848.75,7.25048530171,0.00795288945779
p381_0,1848.0,7.2784330943,0.102021419484
p381_1,1848.25,7.23561169947,0.155402815588
p381_2,1848.5,7.32609167736,0.129702261401
p381_3,1848.75,7.15427118562,0.167566291149
p400_0,1848.0,7.26006738479,0.163805854827
p400_1,1848.25,7.24097484737,0.164466371444
p400_2,1848.5,7.33000589851,0.120848797912
p400_3,1848.75,7.23247341072,0.144767534074
p421_0,1848.0,7.3249088062,0.165397621306
p421_1,1848.25,7.23647049439,0.165248919271
p421_2,1848.5,7.2736709366,0.12737128011
p421_3,1848.75,7.24055812089,0.151814694173
LF_0,1849.0,7.42620461183,0.102656712322
LF_1,1849.25,7.32734656092,0.0883336374175
LF_2,1849.5,7.25441730382,0.111189170681
TSA_0,1849.0,7.23192799051,0.181802501646
TSA_1,1849.25,7.22957686571,0.126794344715
TSA_2,1849.5,7.28433708311,0.106225054273
TSA_3,1849.75,7.33174534638,0.22658211972
SD_0,1849.0,7.30267865936,0.166772983868
SD_1,1849.25,7.35536684967,0.0965335445158
SD_2,1849.5,7.3341567196,0.0858066853303
YTS_0,1849.0,7.1236558748,0.162948243474
YTS_1,1849.25,7.07277671784,0.180558392325
YTS_2,1849.5,7.03311917094,0.231331062248
YTS_3,1849.75,7.05585793226,0.228004826417
Not15_0,1849.0,7.33488778267,0.257652583263
Not15_1,1849.25,7.11962799524,0.208549412336
Not15_2,1849.5,7.04714293442,0.0178667099232
NB9_0,1849.0,7.34653706124,0.140119099882
NB9_1,1849.25,7.22834031462,0.170745999449
NB9_2,1849.5,7.18757756074,0.204485913183
NB9_3,1849.75,7.27885201921,0.142745177166
NB10_0,1849.0,7.35561746501,0.110643312625
NB10_1,1849.25,7.16179593495,0.171543693184
NB10_2,1849.5,7.3423203972,0.0943563865036
NB10_3,1849.75,7.36196767578,0.0922552299096
NB11_0,1849.0,7.37857176575,0.176558124394
NB11_1,1849.25,7.26634771976,0.0988807749832
NB11_2,1849.5,7.25770387128,0.109060906442
NB12_0,1849.0,7.3418565814,0.165948367346
NB12_1,1849.25,7.31020919512,0.144879514162
NB12_2,1849.5,7.31313944093,0.120537043007
NB13_0,1849.0,7.259491954,0.137438365095
NB13_1,1849.25,7.14418047293,0.124680878476
NB13_2,1849.5,7.28940847831,0.159112870035
NB13_3,1849.75,7.25516703453,0.133511703175
NB14_0,1849.0,7.31337009597,0.145280967112
NB14_1,1849.25,7.28267683059,0.0940525557904
NB14_2,1849.5,7.20830961022,0.118122759693
NB14_3,1849.75,7.26643008904,0.158122597574
IC_0,1850.0,7.29656080734,0.123004399083
IC_1,1850.25,7.27773510281,0.126017907439
IC_2,1850.5,7.33672589911,0.10682491838
IC_3,1850.75,7.28985074739,0.110595638019
EOT_0,1850.0,7.34545408612,0.172276399174
EOT_1,1850.25,7.31306499804,0.101804602625
EOT_2,1850.5,7.4016571203,0.222506982605
EOT_3,1850.75,7.27041390816,0.142642377366
NB15_0,1850.0,7.46430457398,0.185229381755
NB15_1,1850.25,7.21171591137,0.0113985202002
NB15_2,1850.5,7.36010953383,0.168353547201
NB16_0,1850.0,7.67565062474,0.0
NB16_1,1850.25,7.14911352396,0.0
NB16_2,1850.5,6.88952973118,0.0
NB16_3,1850.75,7.31181658098,0.0
NB17_0,1850.0,7.32937925697,0.127336771732
NB17_1,1850.25,7.05785102004,0.111208753122
NB17_2,1850.5,6.9790487761,0.0703395853987
NB17_3,1850.75,7.03705621759,0.0261230665447
NB18_0,1850.0,7.38827066367,0.202278028497
NB18_1,1850.25,7.24781854875,0.0699208070883
NB18_2,1850.5,7.31817222173,0.0477895022209
NB18_3,1850.75,7.2721269906,0.0344431280684
NB19_0,1850.0,7.2488886653,0.196024152671
NB19_1,1850.25,7.01849848517,0.207437367766
NB19_2,1850.5,7.17119176392,0.101838367622
NB20_0,1850.0,7.6884476315,0.0
NB20_1,1850.25,7.17004037796,0.0
NB20_2,1850.5,7.33752719787,0.0
NB20_3,1850.75,7.37090248445,0.0
NB21_0,1850.0,7.04552087001,0.215426035867
NB21_1,1850.25,7.11209686388,0.133130552072
NB21_2,1850.5,7.12001353597,0.131603529726
NB22_0,1850.0,7.32031250135,0.157612674682
NB22_1,1850.25,7.38198328052,0.146812503115
NB22_2,1850.5,7.31587196625,0.107279267331
NB22_3,1850.75,7.32611373652,0.0983201597685
p385_0,1850.0,7.22655422773,0.156611139929
p385_1,1850.25,7.23853693271,0.174359108206
p385_2,1850.5,7.25059995484,0.115602952314
p424_0,1850.0,7.26379329843,0.183571367254
p424_1,1850.25,7.20592757895,0.110092577246
p424_2,1850.5,7.22740224072,0.153442602396
p424_3,1850.75,7.28113228982,0.0772528023637
TAF_0,1851.0,7.02597606289,0.0
TAF_1,1851.25,6.4872013632,0.0
TAF_2,1851.5,7.17986363339,0.0
TAF_3,1851.75,6.87969694732,0.0
FV_0,1851.0,6.84834374465,0.0
FV_1,1851.25,6.58644952727,0.0
FV_2,1851.5,6.6771587092,0.0
FV_3,1851.75,6.68411812084,0.0
TS_0,1851.0,7.11420771072,0.0
TS_1,1851.25,6.98059810601,0.0
TS_2,1851.5,6.6525455999,0.0
YDR_0,1851.0,7.21751960343,0.205344344466
YDR_1,1851.25,7.16763829994,0.14223697507
YDR_2,1851.5,7.11252673899,0.170228310164
DS_0,1851.0,7.08608461841,0.174194298361
DS_1,1851.25,7.1621848978,0.142354924929
DS_2,1851.5,7.11923903217,0.125805061872
DS_3,1851.75,7.14449879533,0.178674380807
NB23_0,1851.0,7.01792187957,0.0
NB23_1,1851.25,6.60731902566,0.0
NB23_2,1851.5,7.01823824267,0.0
NB23_3,1851.75,6.84873156255,0.0
NB24_0,1851.0,7.30678943233,0.093612678568
NB24_1,1851.25,7.17230737446,0.112917909105
NB24_2,1851.5,7.07382015114,0.213046411787
NB24_3,1851.75,7.21636565507,0.101383436987
NB25_0,1851.0,7.1501557799,0.209253802708
NB25_1,1851.25,7.20575387848,0.149333445047
NB25_2,1851.5,7.15578345022,0.0901214930706
NB25_3,1851.75,7.33968959605,0.0893469666371
p431_0,1851.0,7.50978898581,0.0
p431_1,1851.25,7.28978456531,0.0
p431_2,1851.5,7.35193594731,0.0
p431_3,1851.75,7.37784411814,0.0
p433_0,1851.0,7.21557785299,0.0
p433_1,1851.25,7.40397378426,0.0
p433_2,1851.5,7.34567561617,0.0
p433_3,1851.75,7.39482923081,0.0
p434_0,1851.0,7.27224169345,0.173518019525
p434_1,1851.25,7.29565574134,0.145339071206
p434_2,1851.5,7.31019495779,0.137844724718
NB26_0,1852.0,7.26767170919,0.210044780598
NB26_1,1852.25,7.28188153847,0.10425881806
NB26_2,1852.5,7.26995823609,0.12132455335
NB27_0,1852.0,7.23604149886,0.159857206242
NB27_1,1852.25,7.15462175083,0.101128607962
NB27_2,1852.5,7.18999842261,0.167692003191
NB27_3,1852.75,7.14165641616,0.173019784874
p435_0,1852.0,7.19092141297,0.174292212073
p435_1,1852.25,7.21588486451,0.124133508579
p435_2,1852.5,7.28152839337,0.100907068107
p435_3,1852.75,7.16811969572,0.142262840532
p447_0,1852.0,7.23392943709,0.142167255155
p447_1,1852.25,7.09130796733,0.102574585067
p447_2,1852.5,7.16185712546,0.0891022737825
p447_3,1852.75,7.11645407892,0.124385908803
NB28_0,1853.0,7.30645664194,0.115613901768
NB28_1,1853.25,7.31121758346,0.141064695605
NB28_2,1853.5,7.17001733791,0.131250818252
BMS_0,1854.0,7.18275614349,0.138826576942
BMS_1,1854.25,7.27338246535,0.15529686957
